police_station,location,violations
Jeevanbheemanagar,"2nd Main Road, Old Thippasandra, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",4
Jeevanbheemanagar,"4th Main Road, Defence Colony, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",4
Jeevanbheemanagar,"5th Cross Road, Karnataka Agricultural Staff Quarters, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",4
Jeevanbheemanagar,"9th A Main Road, KFC Circle, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",4
Jeevanbheemanagar,"Axis Bank, 774, 100 Feet Road, Doopanahalli, Domlur, Domluru, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560071, India",4
Jeevanbheemanagar,"Chinmaya Mission Hospital Road, Bangalore Metropolitan Transport Corporation Quarters, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",4
Jeevanbheemanagar,"Domlur Inner Ring Road, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",4
Jeevanbheemanagar,"HAL Old Airport Road, Corporation Colony, Kodihalli, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",4
Jeevanbheemanagar,"Nanja Raja Reddy Colony Main Road, RMS Layout, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",4
Jeevanbheemanagar,"Old Madras Road, Aveda Meta, Binnamangala, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",4
Jeevanbheemanagar,"Sir CV Raman Hospital Road, Aveda Meta, Binnamangala, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",4
Jeevanbheemanagar,"Varthuru Road, Deja View Homes, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",4
Jeevanbheemanagar,"Wind Tunnel Road, Thimma Reddy Layout, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",4
Jeevanbheemanagar,"10th Cross Road, Annayappa Colony, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",3
Jeevanbheemanagar,"12th A Main Road, Indiranagar ESI Hospital Junction, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",3
Jeevanbheemanagar,"12th Cross Road, Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",3
Jeevanbheemanagar,"12th Main Road, Graphite India Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",3
Jeevanbheemanagar,"13th Main Road, Indian Airlines Staff Quarters, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",3
Jeevanbheemanagar,"17th Main Road, Baba Saheb Colony, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",3
Jeevanbheemanagar,"1st Cross Road, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",3
Jeevanbheemanagar,"1st Main Road, Corporation Colony, Kodihalli, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560008, India",3
Jeevanbheemanagar,"2nd Cross Road, BDA Apartments, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",3
Jeevanbheemanagar,"2nd Main Road, Manipal Hospital Junction, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",3
Jeevanbheemanagar,"3rd Main Road, Old Thippasandra, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",3
Jeevanbheemanagar,"3rd Wide Road, DOS Colony, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",3
Jeevanbheemanagar,"8th Cross Road, Sector 11, LIC Colony, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",3
Jeevanbheemanagar,"9th Main Road, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",3
Jeevanbheemanagar,"Chinmaya Mission Hospital Road, Lakshmipuram, Hoysala Nagara Central, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",3
Jeevanbheemanagar,"College of Nursing - ESIC, 7th Main Road, Appareddipalaya, Indiranagar, Agaram, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",3
Jeevanbheemanagar,"Domlur Flyover U Turn, ISRO Colony, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",3
Jeevanbheemanagar,"Domlur Inner Ring Road, Embassy Golf Links Business Park, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",3
Jeevanbheemanagar,"Domlur Inner Ring Road, Ganapathy Colony, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",3
Jeevanbheemanagar,"Golf Avenue Road, Buildafina Golf View Apartment East Wing, Amar Jyothi Layout, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",3
Jeevanbheemanagar,"HAL Old Airport Road, Corporation Colony, Kodihalli, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560017, India",3
Jeevanbheemanagar,"Indiranagar Double Road, BDA Complex, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",3
Jeevanbheemanagar,"Jeevan Bhima Nagar Main Road, DOS Colony, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",3
Jeevanbheemanagar,"Old Madras Road, Muniswamappa Layout, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",3
Jeevanbheemanagar,"Saloon mousse, 789/B, 12th Main Road, Motappanapalya, Indiranagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560038, India",3
Jeevanbheemanagar,"Suranjan Das Road, Duo Harmony, Binnamangala, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",3
Jeevanbheemanagar,"100 Feet Road, Old Binnamangala, Stage 1, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2
Jeevanbheemanagar,"11th Cross Road, Sector 10, LIC Colony, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",2
Jeevanbheemanagar,"11th Main Road, Old Thippasandra, Thippasandra, Indiranagar, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560075, India",2
Jeevanbheemanagar,"12th A Main Road, Graphite India Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",2
Jeevanbheemanagar,"12th Cross Road, Thimmaiah Reddy Colony, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",2
Jeevanbheemanagar,"13th Cross Road, Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2
Jeevanbheemanagar,"13th Main Road, Doopanahalli, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",2
Jeevanbheemanagar,"1st Cross Road, Ganesha Mandira Circle, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)",2
Jeevanbheemanagar,"1st Cross Road, Postal Officers Quarters, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",2
Jeevanbheemanagar,"1st Main Road, New Thippasandra, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560075, India",2
Jeevanbheemanagar,"2nd Cross Road, Geethanjali Layout, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",2
Jeevanbheemanagar,"2nd Main Road, Market Circle, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",2
Jeevanbheemanagar,"2nd Main Road, Rashtrakavi Kuvempu Circle, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)",2
Jeevanbheemanagar,"3rd Main Road, The Colonnade, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",2
Jeevanbheemanagar,"3rd Stage Cross Road, Puttappa Layout, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",2
Jeevanbheemanagar,"4019, Indiranagar Double Road, Domlur 2nd Stage, Domlur, Domluru, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560071, India",2
Jeevanbheemanagar,"4th Cross Road, BDA Layout I Block, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",2
Jeevanbheemanagar,"4th Cross Road, Karnataka Agricultural Staff Quarters, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",2
Jeevanbheemanagar,"6th Cross Road, Corporation Colony, Kodihalli, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560008, India",2
Jeevanbheemanagar,"6th Cross Road, Sri Krishnappa Layout, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2
Jeevanbheemanagar,"6th Main Road, Defence Colony, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2
Jeevanbheemanagar,"771, 100 Feet Road, Doopanahalli, Domlur, Domluru, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",2
Jeevanbheemanagar,"7th Main Road, Old Thippasandra, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",2
Jeevanbheemanagar,"8th Main Road, Colony 515, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",2
Jeevanbheemanagar,"9th Main Road, Old Thippasandra, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",2
Jeevanbheemanagar,"Ameoba Bowling Alley, 3rd Cross Road, Corporation Colony, Kodihalli, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560008, India",2
Jeevanbheemanagar,"Church Street, Thimma Reddy Layout, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",2
Jeevanbheemanagar,"Coorg Restaurant, Sri Krishna Temple Road, BM Kaval, Thippasandra, Indiranagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560075, India",2
Jeevanbheemanagar,"Diamond District, Kodihalli, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",2
Jeevanbheemanagar,"Domlur Inner Ring Road, East Wing, Amar Jyothi Layout, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",2
Jeevanbheemanagar,"Dr APJ Abdul Kalam Marg, Sir CV Raman Circle, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",2
Jeevanbheemanagar,"Evergreen Golf Shop, # 617, KGA Road, Corporation Colony, Kodihalli, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560008, India",2
Jeevanbheemanagar,"HAL Old Airport Road, Corporation Colony, Kodihalli, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560008, India",2
Jeevanbheemanagar,"Kodihalli Road, Indian Airlines Staff Quarters, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",2
Jeevanbheemanagar,"Old Madras Road, Byappanahalli Junction, Baiyappanahalli, Bengaluru, Karnataka. Pin-560038 (India)",2
Jeevanbheemanagar,"Seventh Day Adventist School, Rustum Bagh Main Road, NR Layout, Jeevan Bhimanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560017, India",2
Jeevanbheemanagar,"Sir CV Raman Hospital Road, 2nd Stage, Michaelpalya, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2
Jeevanbheemanagar,"Sir CV Raman Hospital Road, Binnamangala, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2
Jeevanbheemanagar,"Sri Krishana Temple Road, Sri Krishnappa Layout, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2
Jeevanbheemanagar,"Sri LB Shivalingiah Road, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",2
Jeevanbheemanagar,"Sri Muthylamma Temple Road, Dr BR Ambedkar Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",2
Jeevanbheemanagar,"Suranjan Das Road, BM Kaval, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",2
Jeevanbheemanagar,"Suranjan Das Road, Sir CV Raman Circle, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",2
Jeevanbheemanagar,"The Edelweiss, 613, 100 Feet Road, Babasaheb Colony, Kodihalli, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560038, India",2
Jeevanbheemanagar,"100 Feet Road, Babasaheb Colony, Kodihalli, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",1
Jeevanbheemanagar,"100 Feet Road, HAL 2nd Stage, Kodihalli, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",1
Jeevanbheemanagar,"100 Feet Road, Indiranagar, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560008, India",1
Jeevanbheemanagar,"1075, 12th Main Road, Motappanapalya, Indiranagar, Jogpalya, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",1
Jeevanbheemanagar,"1082, 12th Main Road, Motappanapalya, Indiranagar, Jogpalya, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",1
Jeevanbheemanagar,"10th Main Road, Annayappa Colony, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",1
Jeevanbheemanagar,"11th Main Road, Old Thippasandra, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",1
Jeevanbheemanagar,"12th A Cross Road, Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",1
Jeevanbheemanagar,"12th A Main Road, The Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",1
Jeevanbheemanagar,"12th Cross Road, BDA Complex, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",1
Jeevanbheemanagar,"12th Main Road, Indian Airlines Staff Quarters, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",1
Jeevanbheemanagar,"13th E Main Road, Dr BR Ambedkar Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",1
Jeevanbheemanagar,"13th G Main Road, Doopanahalli, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",1
Jeevanbheemanagar,"14th Main Road, Dr BR Ambedkar Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",1
Jeevanbheemanagar,"16th D Main Road, Baba Saheb Colony, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",1
Jeevanbheemanagar,"17th E Cross Road, Parshuram Garden, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",1
Jeevanbheemanagar,"18th D Main Road, Carlton Towers, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",1
Jeevanbheemanagar,"18th E Main Road, Carlton Towers, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",1
Jeevanbheemanagar,"19th Main Road, 5th Phase, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",1
Jeevanbheemanagar,"1st A Cross Road, Michaelpalya, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",1
Jeevanbheemanagar,"1st B Main Road, Carlton Towers, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",1
Jeevanbheemanagar,"1st Cross Road, BDA Apartments, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",1
Jeevanbheemanagar,"1st Cross Road, Indian Airlines Staff Quarters, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",1
Jeevanbheemanagar,"1st Cross Road, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",1
Jeevanbheemanagar,"1st Cross Road, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",1
Jeevanbheemanagar,"1st Cross Road, PR Layout, Rustam Bagh, Bengaluru, Karnataka. Pin-560017 (India)",1
Jeevanbheemanagar,"265, 3rd Cross Road, ISRO Colony, Agaram, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560007, India",1
Jeevanbheemanagar,"2989/1A, 12th Main Road, HAL 2nd Stage, Kodihalli, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560038, India",1
Jeevanbheemanagar,"2nd Cross Road, 1st Stage, Michaelpalya, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",1
Jeevanbheemanagar,"2nd Cross Road, Old Binnamangala, Stage 1, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",1
Jeevanbheemanagar,"2nd Main Road, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",1
Jeevanbheemanagar,"2nd Main Road, Pride Picassa, Stage 2, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",1
Jeevanbheemanagar,"2nd Main Road, Tipu Sultan Chowk, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",1
Jeevanbheemanagar,"3290, 12th Main Road, Motappanapalya, Indiranagar, Jogpalya, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",1
Jeevanbheemanagar,"3rd Cross Road, Sri Paramahamsa Yogananda Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",1
Jeevanbheemanagar,"3rd Cross Road, Sri Ramanagiri, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",1
Jeevanbheemanagar,"4005, 100 Feet Road, Domlur 2nd Stage, Domlur, Indiranagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560071, India",1
Jeevanbheemanagar,"421Q, Sri Krishna Temple Road, BM Kaval, Thippasandra, Indiranagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",1
Jeevanbheemanagar,"4th Cross Road, Annayappa Colony, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",1
Jeevanbheemanagar,"4th Main Road, Amarjyothi Layout, Domlur, Domluru, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560071, India",1
Jeevanbheemanagar,"4th Main Road, The Colonnade, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",1
Jeevanbheemanagar,"58A/1, 4th Main Road, HAL 3rd Stage, Thippasandra, Indiranagar, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560075, India",1
Jeevanbheemanagar,"5th A Cross Road, 5th Phase, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",1
Jeevanbheemanagar,"5th Cross Road, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",1
Jeevanbheemanagar,"5th Main Road, Amar Jyothi Layout, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",1
Jeevanbheemanagar,"5th Main Road, SNS Arcade, Konena Agrahara, Bengaluru, Karnataka. Pin-560017 (India)",1
Jeevanbheemanagar,"5th Main Road, Samraj Layout, Konena Agrahara, Bengaluru, Karnataka. Pin-560017 (India)",1
Jeevanbheemanagar,"5th Main Road, Stage 1, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",1
Jeevanbheemanagar,"6th A Cross Road, Sector 11, LIC Colony, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",1
Jeevanbheemanagar,"6th Cross Road, Stage 1, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",1
Jeevanbheemanagar,"6th Main Road, Colony 515, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",1
Jeevanbheemanagar,"6th Main Road, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",1
Jeevanbheemanagar,"6th Main Road, Motappana Palya, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",1
Jeevanbheemanagar,"6th Main Road, Officers Quarters, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)",1
Jeevanbheemanagar,"750, Sri Krishna Temple Road, BM Kaval, Thippasandra, Indiranagar, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560001, India",1
Jeevanbheemanagar,"751, Sri Krishna Temple Road, BM Kaval, Thippasandra, Indiranagar, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560001, India",1
Jeevanbheemanagar,"776, 100 Feet Road, Doopanahalli, Domlur, Domluru, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",1
Jeevanbheemanagar,"788, 4th Cross Road, Indiranagar 2nd Stage, Hoysala Nagara Central, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560038, India",1
Jeevanbheemanagar,"7th Cross Road, Bangalore Metropolitan Transport Corporation Quarters, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",1
Jeevanbheemanagar,"7th Cross Road, Sri Krishnappa Layout, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",1
Jeevanbheemanagar,"7th Cross Road, Stage 1, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",1
Jeevanbheemanagar,"966, 12th Main Road, Motappanapalya, Indiranagar, Jogpalya, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560038, India",1
Jeevanbheemanagar,"970, 12th Main Road, Motappanapalya, Indiranagar, Jogpalya, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560038, India",1
Jeevanbheemanagar,"9th Cross Road, Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",1
Jeevanbheemanagar,"Alienkind, 4000, 100 Feet Road, Doopanahalli, Domlur, Indiranagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560038, India",1
Jeevanbheemanagar,"BDA Main Road, Ganesha Mandira Circle, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)",1
Jeevanbheemanagar,"BEML Gate, Suranjandas Road, New Thippasandra, Bengaluru Central City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560075, India",1
